'name', 'type', 'province', 'city'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما بهبهان', 'دانشگاه آزاد اسلامی', 'خوزستان', 'بهبهان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما بوشهر', 'دانشگاه آزاد اسلامی', 'بوشهر', 'بوشهر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما بیرجند', 'دانشگاه آزاد اسلامی', 'خراسان جنوبی', 'بیرجند'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما پارس آباد مغان', 'دانشگاه آزاد اسلامی', 'اردبیل', 'پارس\u200cآباد'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما تاکستان', 'دانشگاه آزاد اسلامی', 'قزوین', 'تاکستان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما تالش', 'دانشگاه آزاد اسلامی', 'گیلان', 'تالش'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما تبریز', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'تبریز'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما تربت جام', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'تربت جام'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما تربت حیدریه', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'تربت حیدریه'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما تنکابن', 'دانشگاه آزاد اسلامی', 'مازندران', 'تنکابن'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما جهرم', 'دانشگاه آزاد اسلامی', 'فارس', 'جهرم'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما جویبار', 'دانشگاه آزاد اسلامی', 'مازندران', 'جویبار'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما جیرفت', 'دانشگاه آزاد اسلامی', 'کرمان', 'جیرفت'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما چالوس', 'دانشگاه آزاد اسلامی', 'مازندران', 'چالوس'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما خرم آباد', 'دانشگاه آزاد اسلامی', 'لرستان', 'خرم آباد'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما خرمدره', 'دانشگاه آزاد اسلامی', 'زنجان', 'خرمدره'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما خلخال', 'دانشگاه آزاد اسلامی', 'اردبیل', 'خلخال'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما خمین', 'دانشگاه آزاد اسلامی', 'مرکزی', 'خمین'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما خمینی شهر', 'دانشگاه آزاد اسلامی', 'اصفهان', 'خمینی شهر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما خوراسگان', 'دانشگاه آزاد اسلامی', 'اصفهان', 'اصفهان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما خوی', 'دانشگاه آزاد اسلامی', 'آذربایجان غربی', 'خوی'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما دزفول', 'دانشگاه آزاد اسلامی', 'خوزستان', 'دزفول'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما دماوند', 'دانشگاه آزاد اسلامی', 'تهران', 'دماوند'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما دورود', 'دانشگاه آزاد اسلامی', 'لرستان', 'دورود'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما رشت', 'دانشگاه آزاد اسلامی', 'گیلان', 'رشت'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما رودبار', 'دانشگاه آزاد اسلامی', 'گیلان', 'رودبار'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما رودسرو املش', 'دانشگاه آزاد اسلامی', 'گیلان', 'املش'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما رودهن', 'دانشگاه آزاد اسلامی', 'تهران', 'رودهن'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما زاهدان', 'دانشگاه آزاد اسلامی', 'سیستان و بلوچستان', 'زاهدان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما زرند', 'دانشگاه آزاد اسلامی', 'کرمان', 'زرند'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما زنجان', 'دانشگاه آزاد اسلامی', 'زنجان', 'زنجان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما ساری', 'دانشگاه آزاد اسلامی', 'مازندران', 'ساری'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما ساوه', 'دانشگاه آزاد اسلامی', 'مرکزی', 'ساوه'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما سبزوار', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'سبزوار'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما سراب', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'سراب'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما سمنان', 'دانشگاه آزاد اسلامی', 'سمنان', 'سمنان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما سنندج', 'دانشگاه آزاد اسلامی', 'کردستان', 'سنندج'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما سهند تبریز', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'تبریز'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما سوادکوه', 'دانشگاه آزاد اسلامی', 'مازندران', 'سوادکوه'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما سوسنگرد', 'دانشگاه آزاد اسلامی', 'خوزستان', 'سوسنگرد'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما شاهرود', 'دانشگاه آزاد اسلامی', 'سمنان', 'شاهرود'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما شبستر', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'شبستر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما شهرضا', 'دانشگاه آزاد اسلامی', 'اصفهان', 'شهرضا'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما شهرکرد', 'دانشگاه آزاد اسلامی', 'چهارمحال و بختیاری', 'شهرکرد'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما شهریار', 'دانشگاه آزاد اسلامی', 'تهران', 'شهریار'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما شوشتر', 'دانشگاه آزاد اسلامی', 'خوزستان', 'شوشتر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما شیراز', 'دانشگاه آزاد اسلامی', 'فارس', 'شیراز'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما شیروان', 'دانشگاه آزاد اسلامی', 'خراسان شمالی', 'شیروان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما عجب شیر', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'عجب\u200cشیر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما علی آباد کتول', 'دانشگاه آزاد اسلامی', 'گلستان', 'علی آباد'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما فردوس', 'دانشگاه آزاد اسلامی', 'خراسان جنوبی', 'فردوس'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما فسا', 'دانشگاه آزاد اسلامی', 'فارس', 'فسا'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما فیروز آباد', 'دانشگاه آزاد اسلامی', 'فارس', 'فیروزآباد'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما قائم شهر', 'دانشگاه آزاد اسلامی', 'مازندران', 'قائم\u200cشهر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما قائنات', 'دانشگاه آزاد اسلامی', 'خراسان جنوبی', 'قائنات'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما قشم', 'دانشگاه آزاد اسلامی', 'هرمزگان', 'قشم'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما قم', 'دانشگاه آزاد اسلامی', 'قم', 'قم'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما قوچان', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'قوچان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما کازرون', 'دانشگاه آزاد اسلامی', 'فارس', 'کازرون'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما کاشمر', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'کاشمر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما کرج', 'دانشگاه آزاد اسلامی', 'البرز', 'کرج'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما کرمان', 'دانشگاه آزاد اسلامی', 'کرمان', 'کرمان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما کرمانشاه', 'دانشگاه آزاد اسلامی', 'کرمانشاه', 'کرمانشاه'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما گچساران', 'دانشگاه آزاد اسلامی', 'کهگیلویه و بویراحمد', 'گچساران'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما گرگان', 'دانشگاه آزاد اسلامی', 'گلستان', 'گرگان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما گرمسار', 'دانشگاه آزاد اسلامی', 'سمنان', 'گرمسار'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما گرمی', 'دانشگاه آزاد اسلامی', 'اردبیل', 'گرمی'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما گناباد', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'گناباد'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما لاهیجان', 'دانشگاه آزاد اسلامی', 'گیلان', 'لاهیجان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما لنگرود', 'دانشگاه آزاد اسلامی', 'گیلان', 'لنگرود'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما ماهشهر', 'دانشگاه آزاد اسلامی', 'خوزستان', 'بندر ماهشهر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما مبارکه', 'دانشگاه آزاد اسلامی', 'اصفهان', 'مبارکه'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما مراغه', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'مراغه'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما مرند', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'مرند'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما مرودشت', 'دانشگاه آزاد اسلامی', 'فارس', 'مرودشت'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما مشکین شهر', 'دانشگاه آزاد اسلامی', 'اردبیل', 'مشگین\u200cشهر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما مشهد', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'مشهد'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما ملایر', 'دانشگاه آزاد اسلامی', 'همدان', 'ملایر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما ملکان', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'ملکان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما مهاباد', 'دانشگاه آزاد اسلامی', 'آذربایجان غربی', 'مهاباد'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما میاندوآب', 'دانشگاه آزاد اسلامی', 'آذربایجان غربی', 'میاندوآب'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما میانه', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'میانه'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما نجف آباد', 'دانشگاه آزاد اسلامی', 'اصفهان', 'نجف آباد'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما نور', 'دانشگاه آزاد اسلامی', 'مازندران', 'نور'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما نوشهر و چالوس', 'دانشگاه آزاد اسلامی', 'مازندران', 'نوشهر'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما نیشابور', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'نیشابور'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما همدان', 'دانشگاه آزاد اسلامی', 'همدان', 'همدان'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما ورامین', 'دانشگاه آزاد اسلامی', 'تهران', 'ورامین'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما یاسوج', 'دانشگاه آزاد اسلامی', 'کهگیلویه و بویراحمد', 'یاسوج'
'دانشگاه آزاد اسلامی آموزشکده فنی و حرفه ای سما یزد', 'دانشگاه آزاد اسلامی', 'یزد', 'یزد'
'دانشگاه آزاد اسلامی آموزشکده فنی وحرفه ای سما  اهواز', 'دانشگاه آزاد اسلامی', 'خوزستان', 'اهواز'
'دانشگاه آزاد اسلامی آموزشکده فنی وحرفه ای سما مسجد سلیمان', 'دانشگاه آزاد اسلامی', 'خوزستان', 'مسجد سلیمان'
'دانشگاه آزاد اسلامی مرکز آباده طشک', 'دانشگاه آزاد اسلامی', 'فارس', 'آباده طشک'
'دانشگاه آزاد اسلامی مرکز آستانه', 'دانشگاه آزاد اسلامی', 'مرکزی', 'آستانه'
'دانشگاه آزاد اسلامی مرکز آق قلا', 'دانشگاه آزاد اسلامی', 'گلستان', 'آق قلا'
'دانشگاه آزاد اسلامی مرکز آوج', 'دانشگاه آزاد اسلامی', 'قزوین', 'آوج'
'دانشگاه آزاد اسلامی مرکز اردل', 'دانشگاه آزاد اسلامی', 'چهارمحال و بختیاری', 'اردل'
'دانشگاه آزاد اسلامی مرکز ازنا', 'دانشگاه آزاد اسلامی', 'لرستان', 'ازنا'
'دانشگاه آزاد اسلامی مرکز اسدآباد', 'دانشگاه آزاد اسلامی', 'همدان', 'اسدآباد'
'دانشگاه آزاد اسلامی مرکز اسفراین', 'دانشگاه آزاد اسلامی', 'خراسان شمالی', 'اسفراین'
'دانشگاه آزاد اسلامی مرکز اسلام آباد غرب', 'دانشگاه آزاد اسلامی', 'کرمانشاه', 'اسلام\u200cآباد غرب'
'دانشگاه آزاد اسلامی مرکز اشترینان', 'دانشگاه آزاد اسلامی', 'لرستان', 'اشترینان'
'دانشگاه آزاد اسلامی مرکز اصلاندوز', 'دانشگاه آزاد اسلامی', 'اردبیل', 'اصلاندوز'
'دانشگاه آزاد اسلامی مرکز اوز', 'دانشگاه آزاد اسلامی', 'فارس', 'اوز'
'دانشگاه آزاد اسلامی مرکز ایوانکی', 'دانشگاه آزاد اسلامی', 'سمنان', 'ایوانکی'
'دانشگاه آزاد اسلامی مرکز باغملک', 'دانشگاه آزاد اسلامی', 'خوزستان', 'باغ ملک'
'دانشگاه آزاد اسلامی مرکز بجستان', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'بجستان'
'دانشگاه آزاد اسلامی مرکز بستک', 'دانشگاه آزاد اسلامی', 'هرمزگان', 'بستک'
'دانشگاه آزاد اسلامی مرکز بندر ترکمن', 'دانشگاه آزاد اسلامی', 'گلستان', 'بندر ترکمن'
'دانشگاه آزاد اسلامی مرکز بهاباد', 'دانشگاه آزاد اسلامی', 'یزد', 'بهاباد'
'دانشگاه آزاد اسلامی مرکز بهار', 'دانشگاه آزاد اسلامی', 'همدان', 'بهار'
'دانشگاه آزاد اسلامی مرکز بهرمان', 'دانشگاه آزاد اسلامی', 'کرمان', 'رفسنجان'
'دانشگاه آزاد اسلامی مرکز بوانات', 'دانشگاه آزاد اسلامی', 'فارس', 'بوانات'
'دانشگاه آزاد اسلامی مرکز بومهن', 'دانشگاه آزاد اسلامی', 'تهران', 'بومهن'
'دانشگاه آزاد اسلامی مرکز بیجار', 'دانشگاه آزاد اسلامی', 'کردستان', 'بیجار'
'دانشگاه آزاد اسلامی مرکز بیرم', 'دانشگاه آزاد اسلامی', 'فارس', 'بیرم'
'دانشگاه آزاد اسلامی مرکز پاسارگاد', 'دانشگاه آزاد اسلامی', 'فارس', 'پاسارگاد'
'دانشگاه آزاد اسلامی مرکز پلدختر', 'دانشگاه آزاد اسلامی', 'لرستان', 'پلدختر'
'دانشگاه آزاد اسلامی مرکز پیرانشهر', 'دانشگاه آزاد اسلامی', 'آذربایجان غربی', 'پیرانشهر'
'دانشگاه آزاد اسلامی مرکز تایباد', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'تایباد'
'دانشگاه آزاد اسلامی مرکز ترکمانچای', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'ترکمانچای'
'دانشگاه آزاد اسلامی مرکز تکاب', 'دانشگاه آزاد اسلامی', 'آذربایجان غربی', 'تکاب'
'دانشگاه آزاد اسلامی مرکز جاجرم', 'دانشگاه آزاد اسلامی', 'خراسان شمالی', 'جاجرم'
'دانشگاه آزاد اسلامی مرکز جناح', 'دانشگاه آزاد اسلامی', 'زنجان', 'جناح'
'دانشگاه آزاد اسلامی مرکز جوشقان قالی', 'دانشگاه آزاد اسلامی', 'اصفهان', 'جوشقان قالی'
'دانشگاه آزاد اسلامی مرکز جوین', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'جوین'
'دانشگاه آزاد اسلامی مرکز چالدران', 'دانشگاه آزاد اسلامی', 'آذربایجان غربی', 'چالدران'
'دانشگاه آزاد اسلامی مرکز حاجی آباد', 'دانشگاه آزاد اسلامی', 'هرمزگان', 'حاجی\u200cآباد'
'دانشگاه آزاد اسلامی مرکز خاتم', 'دانشگاه آزاد اسلامی', 'یزد', 'خاتم'
'دانشگاه آزاد اسلامی مرکز خاروانا', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'خاروانا'
'دانشگاه آزاد اسلامی مرکز خاش', 'دانشگاه آزاد اسلامی', 'سیستان و بلوچستان', 'خاش'
'دانشگاه آزاد اسلامی مرکز خرامه', 'دانشگاه آزاد اسلامی', 'فارس', 'خرامه'
'دانشگاه آزاد اسلامی مرکز خفر', 'دانشگاه آزاد اسلامی', 'فارس', 'جهرم'
'دانشگاه آزاد اسلامی مرکز خنج', 'دانشگاه آزاد اسلامی', 'فارس', 'خنج'
'دانشگاه آزاد اسلامی مرکز خوانسار', 'دانشگاه آزاد اسلامی', 'اصفهان', 'خوانسار'
'دانشگاه آزاد اسلامی مرکز درگز', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'درگز'
'دانشگاه آزاد اسلامی مرکز دلوار', 'دانشگاه آزاد اسلامی', 'بوشهر', 'دلوار'
'دانشگاه آزاد اسلامی مرکز دیر', 'دانشگاه آزاد اسلامی', 'بوشهر', 'دیر'
'دانشگاه آزاد اسلامی مرکز رباط کریم', 'دانشگاه آزاد اسلامی', 'تهران', 'رباط\u200cکریم'
'دانشگاه آزاد اسلامی مرکز رزن', 'دانشگاه آزاد اسلامی', 'همدان', 'رزن'
'دانشگاه آزاد اسلامی مرکز روانسر', 'دانشگاه آزاد اسلامی', 'کرمانشاه', 'روانسر'
'دانشگاه آزاد اسلامی مرکز زرندیه', 'دانشگاه آزاد اسلامی', 'مرکزی', 'زرندیه'
'دانشگاه آزاد اسلامی مرکز زنگبار', 'دانشگاه آزاد اسلامی', 'آذربایجان غربی', 'پلدشت'
'دانشگاه آزاد اسلامی مرکز زنوز', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'زنوز'
'دانشگاه آزاد اسلامی مرکز زواره', 'دانشگاه آزاد اسلامی', 'اصفهان', 'زواره'
'دانشگاه آزاد اسلامی مرکز سامن', 'دانشگاه آزاد اسلامی', 'همدان', 'سامن'
'دانشگاه آزاد اسلامی مرکز سده', 'دانشگاه آزاد اسلامی', 'فارس', 'سده'
'دانشگاه آزاد اسلامی مرکز سراوان', 'دانشگاه آزاد اسلامی', 'سیستان و بلوچستان', 'سراوان'
'دانشگاه آزاد اسلامی مرکز سرخس', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'سرخس'
'دانشگاه آزاد اسلامی مرکز سرعین', 'دانشگاه آزاد اسلامی', 'اردبیل', 'سرعین'
'دانشگاه آزاد اسلامی مرکز سلسله', 'دانشگاه آزاد اسلامی', 'لرستان', 'سلسله'
'دانشگاه آزاد اسلامی مرکز سمیرم', 'دانشگاه آزاد اسلامی', 'اصفهان', 'سمیرم'
'دانشگاه آزاد اسلامی مرکز سنقروکلیایی', 'دانشگاه آزاد اسلامی', 'کرمانشاه', 'سنقر'
'دانشگاه آزاد اسلامی مرکز سولدوز', 'دانشگاه آزاد اسلامی', 'آذربایجان غربی', 'نقده'
'دانشگاه آزاد اسلامی مرکز سیاهکل', 'دانشگاه آزاد اسلامی', 'گیلان', 'سیاهکل'
'دانشگاه آزاد اسلامی مرکز شادگان', 'دانشگاه آزاد اسلامی', 'خوزستان', 'شادگان'
'دانشگاه آزاد اسلامی مرکز شازند', 'دانشگاه آزاد اسلامی', 'مرکزی', 'شازند'
'دانشگاه آزاد اسلامی مرکز شال', 'دانشگاه آزاد اسلامی', 'قزوین', 'شال'
'دانشگاه آزاد اسلامی مرکز ششده و قره بلاغ', 'دانشگاه آزاد اسلامی', 'فارس', 'ششده'
'دانشگاه آزاد اسلامی مرکز شهریار', 'دانشگاه آزاد اسلامی', 'تهران', 'شهریار'
'دانشگاه آزاد اسلامی مرکز شهمیرزاد', 'دانشگاه آزاد اسلامی', 'سمنان', 'شهمیرزاد'
'دانشگاه آزاد اسلامی مرکز شوش', 'دانشگاه آزاد اسلامی', 'خوزستان', 'شوش'
'دانشگاه آزاد اسلامی مرکز شیرگاه', 'دانشگاه آزاد اسلامی', 'مازندران', 'شیرگاه'
'دانشگاه آزاد اسلامی مرکز شیروان چرداول', 'دانشگاه آزاد اسلامی', 'ایلام', 'سرابله'
'دانشگاه آزاد اسلامی مرکز صباشهر', 'دانشگاه آزاد اسلامی', 'تهران', 'صباشهر'
'دانشگاه آزاد اسلامی مرکز صحنه', 'دانشگاه آزاد اسلامی', 'کرمانشاه', 'صحنه'
'دانشگاه آزاد اسلامی مرکز طارم', 'دانشگاه آزاد اسلامی', 'زنجان', 'طارم'
'دانشگاه آزاد اسلامی مرکز طالقان', 'دانشگاه آزاد اسلامی', 'البرز', 'طالقان'
'دانشگاه آزاد اسلامی مرکز عنبر آباد', 'دانشگاه آزاد اسلامی', 'کرمان', 'عنبرآباد'
'دانشگاه آزاد اسلامی مرکز فراشبند', 'دانشگاه آزاد اسلامی', 'فارس', 'فراشبند'
'دانشگاه آزاد اسلامی مرکز فریدن', 'دانشگاه آزاد اسلامی', 'اصفهان', 'فریدن'
'دانشگاه آزاد اسلامی مرکز فریمان', 'دانشگاه آزاد اسلامی', 'خراسان رضوی', 'فریمان'
'دانشگاه آزاد اسلامی مرکز قادراباد', 'دانشگاه آزاد اسلامی', 'فارس', 'قادرآباد'
'دانشگاه آزاد اسلامی مرکز قرچک', 'دانشگاه آزاد اسلامی', 'تهران', 'قرچک'
'دانشگاه آزاد اسلامی مرکز قروه در جزین', 'دانشگاه آزاد اسلامی', 'کردستان', 'قروه'
'دانشگاه آزاد اسلامی مرکز قصر شیرین', 'دانشگاه آزاد اسلامی', 'کرمانشاه', 'قصر شیرین'
'دانشگاه آزاد اسلامی مرکز قیر و کارزین', 'دانشگاه آزاد اسلامی', 'فارس', 'قیر'
'دانشگاه آزاد اسلامی مرکز کبودرآهنگ', 'دانشگاه آزاد اسلامی', 'همدان', 'کبودرآهنگ'
'دانشگاه آزاد اسلامی مرکز کردکوی', 'دانشگاه آزاد اسلامی', 'گلستان', 'کردکوی'
'دانشگاه آزاد اسلامی مرکز کلاله', 'دانشگاه آزاد اسلامی', 'گلستان', 'کلاله'
'دانشگاه آزاد اسلامی مرکز کوار', 'دانشگاه آزاد اسلامی', 'فارس', 'کوار'
'دانشگاه آزاد اسلامی مرکز گالیکش', 'دانشگاه آزاد اسلامی', 'گلستان', 'گالیکش'
'دانشگاه آزاد اسلامی مرکز گاوبندی (پارسیان)', 'دانشگاه آزاد اسلامی', 'هرمزگان', 'پارسیان'
'دانشگاه آزاد اسلامی مرکز گراش', 'دانشگاه آزاد اسلامی', 'فارس', 'گراش'
'دانشگاه آزاد اسلامی مرکز گلبهار', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'جلفا'
'دانشگاه آزاد اسلامی مرکز گلوگاه', 'دانشگاه آزاد اسلامی', 'مازندران', 'گلوگاه'
'دانشگاه آزاد اسلامی مرکز گوگان', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'گوگان'
'دانشگاه آزاد اسلامی مرکز گیلان غرب', 'دانشگاه آزاد اسلامی', 'کرمانشاه', 'گیلان غرب'
'دانشگاه آزاد اسلامی مرکز لاهرود', 'دانشگاه آزاد اسلامی', 'اردبیل', 'لاهرود'
'دانشگاه آزاد اسلامی مرکز ماسال', 'دانشگاه آزاد اسلامی', 'گیلان', 'ماسال'
'دانشگاه آزاد اسلامی مرکز مانه و سملقان', 'دانشگاه آزاد اسلامی', 'خراسان شمالی', 'مانه و سملقان'
'دانشگاه آزاد اسلامی مرکز مطالعات استراتژیک', 'دانشگاه آزاد اسلامی', 'خراسان جنوبی', 'قائنات'
'دانشگاه آزاد اسلامی مرکز ملارد', 'دانشگاه آزاد اسلامی', 'تهران', 'ملارد'
'دانشگاه آزاد اسلامی مرکز مهاجران', 'دانشگاه آزاد اسلامی', 'همدان', 'مهاجران'
'دانشگاه آزاد اسلامی مرکز مهران', 'دانشگاه آزاد اسلامی', 'ایلام', 'مهران'
'دانشگاه آزاد اسلامی مرکز مهربان', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'سراب'
'دانشگاه آزاد اسلامی مرکز نظر آباد', 'دانشگاه آزاد اسلامی', 'البرز', 'نظرآباد'
'دانشگاه آزاد اسلامی مرکز نهبندان', 'دانشگاه آزاد اسلامی', 'خراسان جنوبی', 'نهبندان'
'دانشگاه آزاد اسلامی مرکز نیک آباد', 'دانشگاه آزاد اسلامی', 'اصفهان', 'نیک آباد'
'دانشگاه آزاد اسلامی مرکز نیک شهر', 'دانشگاه آزاد اسلامی', 'سیستان و بلوچستان', 'نیک\u200cشهر'
'دانشگاه آزاد اسلامی مرکز هشتجین', 'دانشگاه آزاد اسلامی', 'اردبیل', 'هشتجین'
'دانشگاه آزاد اسلامی مرکز هندیجان', 'دانشگاه آزاد اسلامی', 'خوزستان', 'هندیجان'
'دانشگاه آزاد اسلامی مرکز هوراند', 'دانشگاه آزاد اسلامی', 'آذربایجان شرقی', 'هوراند'
'دانشگاه آزاد اسلامی مرکزکمیجان', 'دانشگاه آزاد اسلامی', 'مرکزی', 'کمیجان'
'دانشگاه آزاد اسلامی واحد  ایوان غرب', 'دانشگاه آزاد اسلامی', 'ایلام', 'ایوان'
'دانشگاه آزاد اسلامی واحد آبادان', 'دانشگاه آزاد اسلامی', 'خوزستان', 'آبادان'
'دانشگاه آزاد اسلامی واحد آبدانان', 'دانشگاه آزاد اسلامی', 'ایلام', 'آبدانان'
