'name', 'type', 'province', 'city'
'مرکز آموزش علمی - کاربردی حوزه هنری واحد کرمان', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'کرمان', 'کرمان'
'مرکز آموزش علمی - کاربردی خاتم\u200cالانبیاء', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی خانه کارگر اهواز', 'دانشگاه جامع علمی کاربردی - وابسته', 'خوزستان', 'اهواز'
'مرکز آموزش علمی - کاربردی خانه کارگر لامرد', 'دانشگاه جامع علمی کاربردی - دولتی', 'فارس', 'لامرد'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد 19 قائم\u200cشهر', 'دانشگاه جامع علمی کاربردی - وابسته', 'مازندران', 'قائم\u200cشهر'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد 23 اصفهان', 'دانشگاه جامع علمی کاربردی - وابسته', 'اصفهان', 'اصفهان'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد پارس\u200cآباد', 'دانشگاه جامع علمی کاربردی - وابسته', 'اردبیل', 'پارس\u200cآباد'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد رفسنجان', 'دانشگاه جامع علمی کاربردی - وابسته', 'کرمان', 'رفسنجان'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد زاهدان', 'دانشگاه جامع علمی کاربردی - وابسته', 'سیستان و بلوچستان', 'زاهدان'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد زنجان', 'دانشگاه جامع علمی کاربردی - وابسته', 'زنجان', 'زنجان'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد ساوجبلاغ', 'دانشگاه جامع علمی کاربردی - وابسته', 'البرز', 'ساوجبلاغ'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد شهر\u200cقدس', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'قدس'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد شیراز', 'دانشگاه جامع علمی کاربردی - وابسته', 'فارس', 'شیراز'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد قم', 'دانشگاه جامع علمی کاربردی - وابسته', 'قم', 'قم'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد کرج', 'دانشگاه جامع علمی کاربردی - وابسته', 'البرز', 'کرج'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد کرمان', 'دانشگاه جامع علمی کاربردی - وابسته', 'کرمان', 'کرمان'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد گرگان', 'دانشگاه جامع علمی کاربردی - وابسته', 'گلستان', 'گرگان'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد همدان', 'دانشگاه جامع علمی کاربردی - وابسته', 'همدان', 'همدان'
'مرکز آموزش علمی - کاربردی خانه کارگر واحد یزد', 'دانشگاه جامع علمی کاربردی - وابسته', 'یزد', 'یزد'
'مرکز آموزش علمی - کاربردی خبر اردبیل', 'دانشگاه جامع علمی کاربردی - دولتی', 'اردبیل', 'اردبیل'
'مرکز آموزش علمی - کاربردی خبر اهواز', 'دانشگاه جامع علمی کاربردی - دولتی', 'خوزستان', 'اهواز'
'مرکز آموزش علمی - کاربردی خبر شیراز', 'دانشگاه جامع علمی کاربردی - دولتی', 'فارس', 'شیراز'
'مرکز آموزش علمی - کاربردی خبر مشهد', 'دانشگاه جامع علمی کاربردی - دولتی', 'خراسان رضوی', 'مشهد'
'مرکز آموزش علمی - کاربردی خبر میبد', 'دانشگاه جامع علمی کاربردی - دولتی', 'یزد', 'میبد'
'مرکز آموزش علمی - کاربردی خبرگزاری فارس', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی خبرنگاران', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خراسان رضوی', 'مشهد'
'مرکز آموزش علمی - کاربردی خدمات فنی دنده', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'قزوین', 'قزوین'
'مرکز آموزش علمی - کاربردی خشرودپی بابل', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'مازندران', 'بابل'
'مرکز آموزش علمی - کاربردی خور و بیابانک', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'اصفهان', 'خور و بیابانک'
'مرکز آموزش علمی - کاربردی دادگستری کل استان آذربایجان\u200cشرقی', 'دانشگاه جامع علمی کاربردی - دولتی', 'آذربایجان شرقی', 'تبریز'
'مرکز آموزش علمی - کاربردی دادگستری کل استان آذربایجان\u200cغربی', 'دانشگاه جامع علمی کاربردی - دولتی', 'آذربایجان غربی', 'ارومیه'
'مرکز آموزش علمی - کاربردی دادگستری کل استان اردبیل', 'دانشگاه جامع علمی کاربردی - دولتی', 'اردبیل', 'اردبیل'
'مرکز آموزش علمی - کاربردی دادگستری کل استان اصفهان', 'دانشگاه جامع علمی کاربردی - دولتی', 'اصفهان', 'اصفهان'
'مرکز آموزش علمی - کاربردی دادگستری کل استان البرز', 'دانشگاه جامع علمی کاربردی - دولتی', 'قزوین', 'البرز'
'مرکز آموزش علمی - کاربردی دادگستری کل استان بوشهر', 'دانشگاه جامع علمی کاربردی - دولتی', 'بوشهر', 'بوشهر'
'مرکز آموزش علمی - کاربردی دادگستری کل استان تهران', 'دانشگاه جامع علمی کاربردی - دولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی دادگستری کل استان خراسان\u200cرضوی', 'دانشگاه جامع علمی کاربردی - دولتی', 'خراسان رضوی', 'مشهد'
'مرکز آموزش علمی - کاربردی دادگستری کل استان خوزستان', 'دانشگاه جامع علمی کاربردی - دولتی', 'خوزستان', 'اهواز'
'مرکز آموزش علمی - کاربردی دادگستری کل استان زنجان', 'دانشگاه جامع علمی کاربردی - دولتی', 'زنجان', 'زنجان'
'مرکز آموزش علمی - کاربردی دادگستری کل استان سمنان', 'دانشگاه جامع علمی کاربردی - دولتی', 'سمنان', 'سمنان'
'مرکز آموزش علمی - کاربردی دادگستری کل استان سیستان و بلوچستان', 'دانشگاه جامع علمی کاربردی - دولتی', 'سیستان و بلوچستان', 'زاهدان'
'مرکز آموزش علمی - کاربردی دادگستری کل استان فارس', 'دانشگاه جامع علمی کاربردی - دولتی', 'فارس', 'شیراز'
'مرکز آموزش علمی - کاربردی دادگستری کل استان قزوین', 'دانشگاه جامع علمی کاربردی - دولتی', 'قزوین', 'قزوین'
'مرکز آموزش علمی - کاربردی دادگستری کل استان قم', 'دانشگاه جامع علمی کاربردی - دولتی', 'قم', 'قم'
'مرکز آموزش علمی - کاربردی دادگستری کل استان کردستان', 'دانشگاه جامع علمی کاربردی - دولتی', 'کردستان', 'سنندج'
'مرکز آموزش علمی - کاربردی دادگستری کل استان کرمان', 'دانشگاه جامع علمی کاربردی - دولتی', 'کرمان', 'کرمان'
'مرکز آموزش علمی - کاربردی دادگستری کل استان کرمانشاه', 'دانشگاه جامع علمی کاربردی - دولتی', 'کرمانشاه', 'کرمانشاه'
'مرکز آموزش علمی - کاربردی دادگستری کل استان گلستان', 'دانشگاه جامع علمی کاربردی - دولتی', 'گلستان', 'گرگان'
'مرکز آموزش علمی - کاربردی دادگستری کل استان گیلان', 'دانشگاه جامع علمی کاربردی - دولتی', 'گیلان', 'رشت'
'مرکز آموزش علمی - کاربردی دادگستری کل استان لرستان', 'دانشگاه جامع علمی کاربردی - دولتی', 'لرستان', 'خرم آباد'
'مرکز آموزش علمی - کاربردی دادگستری کل استان مازندران', 'دانشگاه جامع علمی کاربردی - دولتی', 'مازندران', 'ساری'
'مرکز آموزش علمی - کاربردی دادگستری کل استان مرکزی', 'دانشگاه جامع علمی کاربردی - دولتی', 'مرکزی', 'اراک'
'مرکز آموزش علمی - کاربردی دادگستری کل استان همدان', 'دانشگاه جامع علمی کاربردی - دولتی', 'همدان', 'همدان'
'مرکز آموزش علمی - کاربردی دانشکده شهید مطهری', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی دانشگاه صنعتی ارومیه', 'دانشگاه جامع علمی کاربردی - دولتی', 'آذربایجان غربی', 'ارومیه'
'مرکز آموزش علمی - کاربردی دانشگاه علوم انتظامی', 'دانشگاه جامع علمی کاربردی - دولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی دانشگاه علوم پزشکی و خدمات بهداشتی درمانی قم', 'دانشگاه جامع علمی کاربردی - دولتی', 'قم', 'قم'
'مرکز آموزش علمی - کاربردی دانشگاه علوم پزشکی و خدمات بهداشتی درمانی هرمزگان', 'دانشگاه جامع علمی کاربردی - دولتی', 'هرمزگان', 'بندرعباس'
'مرکز آموزش علمی - کاربردی دانشگاه علوم کشاورزی و منابع طبیعی گرگان', 'دانشگاه جامع علمی کاربردی - دولتی', 'گلستان', 'گرگان'
'مرکز آموزش علمی - کاربردی دره\u200cشهر 1', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'ایلام', 'دره شهر'
'مرکز آموزش علمی - کاربردی دزفول 1', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خوزستان', 'دزفول'
'مرکز آموزش علمی - کاربردی دشتی', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'بوشهر', 'دشتی'
'مرکز آموزش علمی - کاربردی دهدشت', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'کهگیلویه و بویراحمد', 'دهدشت'
'مرکز آموزش علمی - کاربردی دهلران', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'ایلام', 'دهلران'
'مرکز آموزش علمی - کاربردی دورود', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'لرستان', 'دورود'
'مرکز آموزش علمی - کاربردی دیلم', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'بوشهر', 'دیلم'
'مرکز آموزش علمی - کاربردی رسانه', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی روانسر', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'کرمانشاه', 'روانسر'
'مرکز آموزش علمی - کاربردی ریل\u200cواگن پارس', 'دانشگاه جامع علمی کاربردی - وابسته', 'مرکزی', 'اراک'
'مرکز آموزش علمی - کاربردی زاهدان 1', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'سیستان و بلوچستان', 'زاهدان'
'مرکز آموزش علمی - کاربردی زاهدان 2', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'سیستان و بلوچستان', 'زاهدان'
'مرکز آموزش علمی - کاربردی زاهدان 3', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'سیستان و بلوچستان', 'زاهدان'
'مرکز آموزش علمی - کاربردی زرهی نزاجا-(شهید سرلشکر کرمی)', 'دانشگاه جامع علمی کاربردی - دولتی', 'فارس', 'شیراز'
'مرکز آموزش علمی - کاربردی زغال\u200cسنگ البرز شرقی', 'دانشگاه جامع علمی کاربردی - دولتی', 'قزوین', 'البرز'
'مرکز آموزش علمی - کاربردی ساپکو (تهران)', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی ساختمان و شهر سازی یزد', 'دانشگاه جامع علمی کاربردی - دولتی', 'یزد', 'یزد'
'مرکز آموزش علمی - کاربردی ساختمان وشهر سازی تهران', 'دانشگاه جامع علمی کاربردی - دولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان آتش نشانی و خدمات ایمنی', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان آتش\u200cنشانی و خدمات ایمنی تبریز', 'دانشگاه جامع علمی کاربردی - دولتی', 'آذربایجان شرقی', 'تبریز'
'مرکز آموزش علمی - کاربردی سازمان آتش\u200cنشانی و خدمات ایمنی همدان', 'دانشگاه جامع علمی کاربردی - وابسته', 'همدان', 'همدان'
'مرکز آموزش علمی - کاربردی سازمان آموزش گروه تراکتورسازی ایران تبریز', 'دانشگاه جامع علمی کاربردی - وابسته', 'آذربایجان شرقی', 'تبریز'
'مرکز آموزش علمی - کاربردی سازمان بازرگانی استان کردستان', 'دانشگاه جامع علمی کاربردی - دولتی', 'کردستان', 'سنندج'
'مرکز آموزش علمی - کاربردی سازمان بازرگانی استان کرمان', 'دانشگاه جامع علمی کاربردی - دولتی', 'کرمان', 'کرمان'
'مرکز آموزش علمی - کاربردی سازمان پیشگیری و مدیریت بحران شهر تهران', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان ثبت احوال کشور', 'دانشگاه جامع علمی کاربردی - دولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان حمل و نقل و ترافیک شهرداری تهران', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان زندانها (تهران)', 'دانشگاه جامع علمی کاربردی - دولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان زندان\u200cها (گیلان)', 'دانشگاه جامع علمی کاربردی - دولتی', 'گیلان', 'رشت'
'مرکز آموزش علمی - کاربردی سازمان شهرداری\u200cها و دهیاری\u200cهای استان سیستان و بلوچستان', 'دانشگاه جامع علمی کاربردی - وابسته', 'سیستان و بلوچستان', 'زاهدان'
'مرکز آموزش علمی - کاربردی سازمان صنایع و معادن استان خراسان (مشهد)', 'دانشگاه جامع علمی کاربردی - دولتی', 'خراسان رضوی', 'مشهد'
'مرکز آموزش علمی - کاربردی سازمان عقیدتی سیاسی ارتش', 'دانشگاه جامع علمی کاربردی - دولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان فرهنگ و ارتباطات اسلامی', 'دانشگاه جامع علمی کاربردی - دولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان فناوری اطلاعات و ارتباطات شهرداری تهران', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان مدیریت صنعتی اردبیل', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'اردبیل', 'اردبیل'
'مرکز آموزش علمی - کاربردی سازمان مدیریت صنعتی ارومیه', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'آذربایجان غربی', 'ارومیه'
'مرکز آموزش علمی - کاربردی سازمان مدیریت صنعتی تبریز', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'آذربایجان شرقی', 'تبریز'
'مرکز آموزش علمی - کاربردی سازمان مدیریت صنعتی خراسان\u200cرضوی', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خراسان رضوی', 'مشهد'
'مرکز آموزش علمی - کاربردی سازمان مدیریت صنعتی سنندج', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'کردستان', 'سنندج'
'مرکز آموزش علمی - کاربردی سازمان مدیریت صنعتی شیراز', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'فارس', 'شیراز'
'مرکز آموزش علمی - کاربردی سازمان مدیریت صنعتی کرمانشاه', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'کرمانشاه', 'کرمانشاه'
'مرکز آموزش علمی - کاربردی سازمان مدیریت و نظارت بر تاکسیرانی شهر تهران', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان ملی استاندارد ایران', 'دانشگاه جامع علمی کاربردی - دولتی', 'البرز', 'کرج'
'مرکز آموزش علمی - کاربردی سازمان نوسازی و بهسازی شهرداری تهران', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سازمان همیاری شهرداری\u200cهای استان اردبیل', 'دانشگاه جامع علمی کاربردی - وابسته', 'اردبیل', 'اردبیل'
'مرکز آموزش علمی - کاربردی سازمان همیاری شهرداری\u200cهای استان بوشهر', 'دانشگاه جامع علمی کاربردی - وابسته', 'بوشهر', 'بوشهر'
'مرکز آموزش علمی - کاربردی سازمان همیاری شهرداری\u200cهای استان چهارمحال و بختیاری', 'دانشگاه جامع علمی کاربردی - وابسته', 'چهارمحال و بختیاری', 'شهرکرد'
'مرکز آموزش علمی - کاربردی سازمان همیاری شهرداری\u200cهای استان زنجان', 'دانشگاه جامع علمی کاربردی - وابسته', 'زنجان', 'زنجان'
'مرکز آموزش علمی - کاربردی سازمان همیاری شهرداری\u200cهای استان کرمان', 'دانشگاه جامع علمی کاربردی - وابسته', 'کرمان', 'کرمان'
'مرکز آموزش علمی - کاربردی سازمان همیاری شهرداری\u200cهای استان گیلان', 'دانشگاه جامع علمی کاربردی - وابسته', 'گیلان', 'رشت'
'مرکز آموزش علمی - کاربردی سبزوار 1', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خراسان رضوی', 'سبزوار'
'مرکز آموزش علمی - کاربردی سبزوار 2', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خراسان رضوی', 'سبزوار'
'مرکز آموزش علمی - کاربردی سپاه محمد رسول\u200cاله (ص)', 'دانشگاه جامع علمی کاربردی - دولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی ستاد فرماندهی نیروی انتظامی', 'دانشگاه جامع علمی کاربردی - دولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سرای کیفیت اندیشان نوآور بابل', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'مازندران', 'کیاکلا'
'مرکز آموزش علمی - کاربردی سرخس', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خراسان رضوی', 'سرخس'
'مرکز آموزش علمی - کاربردی سقز', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'کردستان', 'سقز'
'مرکز آموزش علمی - کاربردی سنندج 1', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'کردستان', 'سنندج'
'مرکز آموزش علمی - کاربردی سهامی داروگر', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی سوانح طبیعی', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت آبادراهان پارس', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت آذین خودرو', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'البرز', 'کرج'
'مرکز آموزش علمی - کاربردی شرکت آذین\u200c شوشتر', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خوزستان', 'شوشتر'
'مرکز آموزش علمی - کاربردی شرکت آرایشی بهداشتی دکتر عبیدی', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت آرمان\u200cسوله اردبیل', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'اردبیل', 'اردبیل'
'مرکز آموزش علمی - کاربردی شرکت آریا\u200cگچ پلدختر', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'لرستان', 'پلدختر'
'مرکز آموزش علمی - کاربردی شرکت آریوژن زیست\u200cدارو', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'البرز', 'کرج'
'مرکز آموزش علمی - کاربردی شرکت آسانسورسازی دماوند', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'دماوند'
'مرکز آموزش علمی - کاربردی شرکت استیل آذین', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت ایران\u200cپاش', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'آذربایجان غربی', 'ارومیه'
'مرکز آموزش علمی - کاربردی شرکت بنیان دیزل', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'آذربایجان شرقی', 'تبریز'
'مرکز آموزش علمی - کاربردی شرکت بهره\u200cبرداری راه\u200cآهن شهری تهران و حومه', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت بویر صنعت', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'کهگیلویه و بویراحمد', 'یاسوج'
'مرکز آموزش علمی - کاربردی شرکت پالنده صاف', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'سمنان', 'سمنان'
'مرکز آموزش علمی - کاربردی شرکت پتروشیمی فن\u200cآوران', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خوزستان', 'بندر ماهشهر'
'مرکز آموزش علمی - کاربردی شرکت پرورش ماهی نگین چهارمحال', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'چهارمحال و بختیاری', 'شهرکرد'
'مرکز آموزش علمی - کاربردی شرکت پولاد پیچ\u200cکار', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'پاکدشت'
'مرکز آموزش علمی - کاربردی شرکت پیشرانه', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'مازندران', 'ساری'
'مرکز آموزش علمی - کاربردی شرکت پیگیر', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'گلستان', 'گرگان'
'مرکز آموزش علمی - کاربردی شرکت تعاونی البرز فاراب عمارلو', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'گیلان', 'رودبار'
'مرکز آموزش علمی - کاربردی شرکت تعاونی پیشتازان آیین زندگی (تهران)', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت تعاونی پیشگامان علوم و فنون نوین گلستان', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'گلستان', 'گرگان'
'مرکز آموزش علمی - کاربردی شرکت تعاونی توسعه گردشگری و منطقه\u200cای نگین البرز آسارا', 'دانشگاه جامع علمی کاربردی - دولتی', 'البرز', 'کرج'
'مرکز آموزش علمی - کاربردی شرکت تعاونی تولید قارچ صدفی تنکابن', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'مازندران', 'تنکابن'
'مرکز آموزش علمی - کاربردی شرکت تعاونی تولید\u200cکنندگان صنعت،کشاورزی و دامپروری بروجرد', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'لرستان', 'بروجرد'
'مرکز آموزش علمی - کاربردی شرکت تعاونی تولیدکنندگان فراورده\u200cهای گوشتی سراسر کشور', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت تعاونی تولیدی توزیعی گیاهان دارویی زرین\u200cچلوان', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'چهارمحال و بختیاری', 'شهرکرد'
'مرکز آموزش علمی - کاربردی شرکت تعاونی تولیدی مهستان سبز شمال تنکابن', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'مازندران', 'تنکابن'
'مرکز آموزش علمی - کاربردی شرکت تعاونی خدمات آموزشی اندیشه\u200cنو ایرانشهر', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'سیستان و بلوچستان', 'ایرانشهر'
'مرکز آموزش علمی - کاربردی شرکت تعاونی دانش زیبایی تیبا', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت تعاونی دانش\u200cگستر زیبای شایان', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'کرمان', 'کرمان'
'مرکز آموزش علمی - کاربردی شرکت تعاونی شیرآلات بهداشتی ماهان هدایت', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'پاکدشت'
'مرکز آموزش علمی - کاربردی شرکت تعاونی کارخانجات فراوری روغن و دانه\u200cهای روغنی ایران', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت تلاشگران اندیشه کاراد', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت تهران\u200cمو', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت توانبخشی اریکه پرسپولیس', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'ورامین'
'مرکز آموزش علمی - کاربردی شرکت توس\u200cچینی', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خراسان رضوی', 'مشهد'
'مرکز آموزش علمی - کاربردی شرکت توسعه نیشکر و صنایع جانبی', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خوزستان', 'اهواز'
'مرکز آموزش علمی - کاربردی شرکت تولید رنگ و مواد شیمیایی الوان ثابت', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'همدان', 'کبودرآهنگ'
'مرکز آموزش علمی - کاربردی شرکت تولید مواد دارویی درسادارو', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت تولید موتورهای دیزل ایران - ایدم', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'آذربایجان شرقی', 'تبریز'
'مرکز آموزش علمی - کاربردی شرکت تولیدی پویا غرب', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'کرمانشاه', 'کرمانشاه'
'مرکز آموزش علمی - کاربردی شرکت تولیدی دشت مرغاب - یک و یک', 'دانشگاه جامع علمی کاربردی - وابسته', 'فارس', 'شیراز'
'مرکز آموزش علمی - کاربردی شرکت تولیدی شیمیایی کلران', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'سمنان', 'سمنان'
'مرکز آموزش علمی - کاربردی شرکت تولیدی صنعتی فراسان', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'فارس', 'شیراز'
'مرکز آموزش علمی - کاربردی شرکت تولیدی صنعتی مهرخواه', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'ورامین'
'مرکز آموزش علمی - کاربردی شرکت تولیدی صنعتی نهان گل', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'چهارمحال و بختیاری', 'بروجن'
'مرکز آموزش علمی - کاربردی شرکت تولیدی فرش ایران سپهر', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'اصفهان', 'اصفهان'
'مرکز آموزش علمی - کاربردی شرکت تولیدی فولاد کیمیای صبا', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خراسان شمالی', 'اسفراین'
'مرکز آموزش علمی - کاربردی شرکت تولیدی قند کرج', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'البرز', 'کرج'
'مرکز آموزش علمی - کاربردی شرکت تولیدی لاستیک دنا', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'فارس', 'شیراز'
'مرکز آموزش علمی - کاربردی شرکت تولیدی محصولات صوتی و تصویری سروش', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت تولیدی و صنعتی ایران لوازم\u200cقطعه', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت تیزکاران زردکوه', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خوزستان', 'اهواز'
'مرکز آموزش علمی - کاربردی شرکت ثمین\u200cنان سحر', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'تهران'
'مرکز آموزش علمی - کاربردی شرکت جهان پروفیل پارس', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'تهران', 'رباط کریم'
'مرکز آموزش علمی - کاربردی شرکت جهان\u200cزر آذر', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'آذربایجان غربی', 'خوی'
'مرکز آموزش علمی - کاربردی شرکت چشمه\u200cنوشان خراسان(عالیس)', 'دانشگاه جامع علمی کاربردی - غیردولتی', 'خراسان رضوی', 'چناران'
'مرکز آموزش علمی - کاربردی شرکت خدمات بهداشتی و درمانی خاتم\u200cالانبیاء (ص)', 'دانشگاه جامع علمی کاربردی - وابسته', 'تهران', 'تهران'
